NCBI Accession,Genome Name
NC_083069.1,"Plectroglyphidodon fasciolatus voucher USNM:FISH:424752 mitochondrion, complete genome"
NC_083068.1,"Stemonosudis rothschildi voucher USNM:FISH:407163 mitochondrion, complete genome"
NC_083067.1,"Blenniella gibbifrons voucher USNM:FISH:442422 mitochondrion, complete genome"
NC_083066.1,"Amblycirrhitus pinos voucher USNM:FISH:413825 mitochondrion, complete genome"
NC_083065.1,"Pseudogramma paucilepis voucher USNM:FISH:446134 mitochondrion, complete genome"
NC_083064.1,"Cirripectes polyzona voucher USNM:FISH:446181 mitochondrion, complete genome"
NC_083063.1,"Chromis acares voucher USNM:FISH:446103 mitochondrion, complete genome"
NC_083062.1,"Gymnothorax monostigma voucher USNM:FISH:446211 mitochondrion, complete genome"
NC_083061.1,"Albatrossia pectoralis voucher UW:119869 mitochondrion, complete genome"
NC_083060.1,"Fundulus pulvereus voucher USNM:FISH:422177 mitochondrion, complete genome"
NC_083059.1,"Starksia nanodes voucher USNM:FISH:399680 mitochondrion, complete genome"
NC_083058.1,"Stegastes adustus voucher USNM:FISH:413258 mitochondrion, complete genome"
NC_083057.1,"Stegastes leucostictus voucher USNM:FISH:416409 mitochondrion, complete genome"
NC_083056.1,"Hypleurochilus springeri voucher USNM:FISH:416518 mitochondrion, complete genome"
NC_083055.1,"Centropristis striata voucher USNM:FISH:416643 mitochondrion, complete genome"
NC_083054.1,"Scorpaena agassizii voucher USNM:FISH:442029 mitochondrion, complete genome"
NC_083053.1,"Tomicodon cryptus voucher USNM:FISH:406228 mitochondrion, complete genome"
NC_083052.1,"Serranus notospilus voucher USNM:FISH:414984 mitochondrion, complete genome"
NC_083051.1,"Stathmonotus gymnodermis voucher USNM:FISH:415561 mitochondrion, complete genome"
NC_083050.1,"Citharichthys stigmaeus voucher UW:48811 mitochondrion, complete genome"
NC_083049.1,"Eopsetta jordani voucher UW:48807 mitochondrion, complete genome"
NC_083048.1,"Antimora microlepis voucher UW:151553 mitochondrion, complete genome"
NC_083047.1,"Sebastes polyspinis voucher UW:150635 mitochondrion, complete genome"
NC_083045.1,"Pleuronichthys coenosus voucher UW:110216 mitochondrion, complete genome"
NC_083044.1,"Anthias woodsi voucher USNM:FISH:455325 mitochondrion, complete genome"
NC_083043.1,"Naucrates ductor voucher USNM:FISH:455324 mitochondrion, complete genome"
NC_083042.1,"Pontinus rathbuni voucher USNM:FISH:454783 mitochondrion, complete genome"
NC_083041.1,"Bathyanthias cubensis voucher USNM:FISH:454776 mitochondrion, complete genome"
NC_083040.1,"Pontinus longispinis voucher USNM:FISH:454773 mitochondrion, complete genome"
NC_083039.1,"Bembrops anatirostris voucher USNM:FISH:454772 mitochondrion, complete genome"
NC_083038.1,"Citharichthys arctifrons voucher USNM:FISH:454768 mitochondrion, complete genome"
NC_083037.1,"Prionotus carolinus voucher USNM:FISH:454767 mitochondrion, complete genome"
NC_083036.1,"Symphurus plagiusa voucher USNM:FISH:454762 mitochondrion, complete genome"
NC_083035.1,"Argentina striata voucher USNM:FISH:454759 mitochondrion, complete genome"
NC_083034.1,"Kathetostoma albigutta voucher USNM:FISH:454757 mitochondrion, complete genome"
NC_083033.1,"Bellator egretta voucher USNM:FISH:454756 mitochondrion, complete genome"
NC_083032.1,"Saurida brasiliensis voucher USNM:FISH:454754 mitochondrion, complete genome"
NC_083031.1,"Paralichthys albigutta voucher USNM:FISH:454751 mitochondrion, complete genome"
NC_083030.1,"Ancylopsetta ommata voucher USNM:FISH:454750 mitochondrion, complete genome"
NC_083029.1,"Fistularia tabacaria voucher USNM:FISH:454743 mitochondrion, complete genome"
NC_083028.1,"Xyrichtys novacula voucher USNM:FISH:454742 mitochondrion, complete genome"
NC_083027.1,"Trachinocephalus myops voucher USNM:FISH:454741 mitochondrion, complete genome"
NC_083026.1,"Synodus foetens voucher USNM:FISH:454740 mitochondrion, complete genome"
NC_083025.1,"Nealotus tripes voucher USNM:FISH:454737 mitochondrion, complete genome"
NC_083024.1,"Prionotus evolans voucher USNM:FISH:454727 mitochondrion, complete genome"
NC_083023.1,"Ariomma melanum voucher USNM:FISH:454719 mitochondrion, complete genome"
NC_083022.1,"Ariomma bondi voucher USNM:FISH:454714 mitochondrion, complete genome"
NC_083021.1,"Chasmodes bosquianus voucher USNM:FISH:423821 mitochondrion, complete genome"
NC_083020.1,"Menticirrhus littoralis voucher USNM:FISH:431084 mitochondrion, complete genome"
NC_083019.1,"Fundulus luciae voucher USNM:FISH:431029 mitochondrion, complete genome"
NC_083018.1,"Ctenogobius saepepallens voucher USNM:FISH:406419 mitochondrion, complete genome"
NC_083017.1,"Entomacrodus strasburgi voucher USNM:FISH:442420 mitochondrion, complete genome"
NC_083016.1,"Xenoconger fryeri voucher USNM:FISH:440354 mitochondrion, complete genome"
NC_083015.1,"Gymnothorax kolpos voucher USNM:FISH:438171 mitochondrion, complete genome"
NC_083014.1,"Citharichthys cornutus voucher USNM:FISH:407617 mitochondrion, complete genome"
NC_083013.1,"Hollardia hollardi voucher USNM:FISH:407454 mitochondrion, complete genome"
NC_083012.1,"Trachonurus sulcatus voucher USNM:FISH:407439 mitochondrion, complete genome"
NC_083011.1,"Coryphaenoides alateralis voucher USNM:FISH:400717 mitochondrion, complete genome"
NC_083010.1,"Brotula barbata voucher USNM:FISH:400732 mitochondrion, complete genome"
NC_083009.1,"Gastropsetta frontalis voucher USNM:FISH:407269 mitochondrion, complete genome"
NC_083008.1,"Upeneus parvus voucher USNM:FISH:407263 mitochondrion, complete genome"
NC_083007.1,"Xenolepidichthys dalgleishi voucher USNM:FISH:407099 mitochondrion, complete genome"
NC_083006.1,"Stephanoberyx monae voucher USNM:FISH:407048 mitochondrion, complete genome"
NC_083005.1,"Synodus poeyi voucher USNM:FISH:405441 mitochondrion, complete genome"
NC_083004.1,"Pontinus nematophthalmus voucher USNM:FISH:431747 mitochondrion, complete genome"
NC_083003.1,"Equetus lanceolatus voucher USNM:FISH:431347 mitochondrion, complete genome"
NC_083002.1,"Physiculus nematopus voucher USNM:FISH:421305 mitochondrion, complete genome"
NC_083001.1,"Zalieutes elater voucher USNM:FISH:422352 mitochondrion, complete genome"
NC_083000.1,"Ogcocephalus parvus voucher USNM:FISH:442129 mitochondrion, complete genome"
NC_082999.1,"Rhinoptera bonasus voucher USNM:FISH:431126 mitochondrion, complete genome"
NC_082998.1,"Gephyroberyx darwinii voucher USNM:FISH:405234 mitochondrion, complete genome"
NC_082997.1,"Priacanthus arenatus voucher USNM:FISH:405143 mitochondrion, complete genome"
NC_082996.1,"Aulopus filamentosus voucher USNM:FISH:405132 mitochondrion, complete genome"
NC_082995.1,"Coelorinchus caelorhincus voucher USNM:FISH:405130 mitochondrion, complete genome"
NC_082994.1,"Astrapogon stellatus voucher USNM:FISH:393410 mitochondrion, complete genome"
NC_082993.1,"Hyporhamphus meeki voucher USNM:FISH:415612 mitochondrion, complete genome"
NC_082992.1,"Albula vulpes voucher USNM:FISH:413592 mitochondrion, complete genome"
NC_082991.1,"Calamus penna voucher USNM:FISH:413361 mitochondrion, complete genome"
NC_082990.1,"Diplodus holbrookii voucher USNM:FISH:416496 mitochondrion, complete genome"
NC_082989.1,"Synodus macrops voucher USNM:FISH:437799 mitochondrion, complete genome"
NC_082988.1,"Nemipterus balinensoides voucher USNM:FISH:435475 mitochondrion, complete genome"
NC_082987.1,"Coryphaenoides armatus voucher USNM:FISH:405393 mitochondrion, complete genome"
NC_082986.1,"Astronesthes nigroides voucher SIO:74063ff8-7224-47c1-8be5-cce5f4c86ede mitochondrion, complete genome"
NC_082985.1,"Gigantura indica voucher SIO:3573afe5-883d-48b6-a701-3ab3e87ca30e mitochondrion, complete genome"
NC_082973.1,"Thamnaconus multilineatus mitochondrion, complete genome"
NC_082959.1,"Hemisodorcus sinensis mitochondrion, complete genome"
NC_082958.1,"Hemisodorcus rubrofemoratus mitochondrion, complete genome"
NC_082956.1,"Hemisodorcus donckieri mitochondrion, complete genome"
NC_082955.1,"Hemisodorcus derelictus mitochondrion, complete genome"
NC_082954.1,"Hemisodorcus arrowi mitochondrion, complete genome"
NC_082952.1,"Dorcus tityus mitochondrion, complete genome"
NC_082950.1,"Dorcus rectus mitochondrion, complete genome"
NC_082948.1,"Dorcus hopei mitochondrion, complete genome"
NC_082947.1,"Dorcus davidis mitochondrion, complete genome"
NC_082946.1,"Dorcus curvidens mitochondrion, complete genome"
NC_082942.1,"Fluvitrygon signifer mitochondrion, complete genome"
NC_082940.1,"Cottus pollux mitochondrion, complete genome"
NC_082939.1,"Syngnathus temminckii mitochondrion, complete genome"
NC_082931.1,"Tropilaelaps mercedesae mitochondrion, complete genome"
NC_082930.1,"Ostrocerca truncata mitochondrion, complete genome"
NC_082912.1,"Deleatidium vernale isolate 3A mitochondrion, complete genome"
NC_082911.1,"Psilochorema bidens isolate 4A mitochondrion, complete genome"
NC_082910.1,"Olinga feredayi isolate 5A mitochondrion, complete genome"
NC_082909.1,"Archichauliodes diversus isolate 6A mitochondrion, complete genome"
NC_082908.1,"Aoteapsyche colonica isolate 2A mitochondrion, complete genome"
NC_082868.1,"Sataspes xylocoparis mitochondrion, complete genome"
NC_082867.1,"Neogurelca himachala mitochondrion, complete genome"
NC_082866.1,"Macroglossum pyrrhostictum mitochondrion, complete genome"
NC_082865.1,"Macroglossum fritzei mitochondrion, complete genome"
NC_082864.1,"Macroglossum bombylans mitochondrion, complete genome"
NC_082862.1,"Pseudabris hingstoni mitochondrion, complete genome"
NC_082861.1,"Pseudabris longiventris mitochondrion, complete genome"
NC_082860.1,"Pseudabris przewalskyi mitochondrion, complete genome"
NC_082853.1,"Nansenia crassa voucher SIO:f848bc97-4895-4286-864f-3342fc5102f1 mitochondrion, complete genome"
NC_082852.1,"Evermannella ahlstromi voucher SIO:c8b61dfd-2411-44da-9c05-38eb1da806a1 mitochondrion, complete genome"
NC_082851.1,"Cubiceps baxteri voucher USNM:FISH:405022 mitochondrion, complete genome"
NC_082850.1,"Naso brevirostris voucher USNM:FISH:440150 mitochondrion, complete genome"
NC_082849.1,"Turrum fulvoguttatum voucher USNM:FISH:423668 mitochondrion, complete genome"
NC_082848.1,"Myripristis pralinia voucher USNM:FISH:446062 mitochondrion, complete genome"
NC_082847.1,"Phenacoscorpius nebris voucher USNM:FISH:415354 mitochondrion, complete genome"
NC_082846.1,"Paralichthys olivaceus x Verasper variegatus mitochondrion, complete genome"
NC_082830.1,"Thienemanniella xena mitochondrion, complete genome"
NC_082828.1,"Thienemanniella majuscula mitochondrion, complete genome"
NC_082827.1,"Thienemanniella curva mitochondrion, complete genome"
NC_082821.1,"Sebastes diploproa voucher UW:49662 mitochondrion, complete genome"
NC_082820.1,"Sebastolobus alascanus voucher UW:49115 mitochondrion, complete genome"
NC_082819.1,"Trichodon trichodon voucher UW:49017 mitochondrion, complete genome"
NC_082818.1,"Sebastes elongatus voucher UW:48830 mitochondrion, complete genome"
NC_082817.1,"Triglops macellus voucher UW:48818 mitochondrion, complete genome"
NC_082816.1,"Sebastes emphaeus voucher UW:48817 mitochondrion, complete genome"
NC_082815.1,"Icelinus borealis voucher UW:48806 mitochondrion, complete genome"
NC_082814.1,"Triglops pingelii voucher UW:48803 mitochondrion, complete genome"
NC_082813.1,"Hemilepidotus hemilepidotus voucher UW:48802 mitochondrion, complete genome"
NC_082812.1,"Lepidopsetta polyxystra voucher UW:48799 mitochondrion, complete genome"
NC_082811.1,"Hexagrammos decagrammus voucher UW:48796 mitochondrion, complete genome"
NC_082810.1,"Hexagrammos stelleri voucher UW:48002 mitochondrion, complete genome"
NC_082809.1,"Bathyraja interrupta voucher UW:47720 mitochondrion, complete genome"
NC_082808.1,"Beringraja binoculata voucher UW:47707 mitochondrion, complete genome"
NC_082807.1,"Lumpenus sagitta voucher UW:47696 mitochondrion, complete genome"
NC_082806.1,"Psettichthys melanostictus voucher UW:47682 mitochondrion, complete genome"
NC_082805.1,"Microstomus pacificus voucher UW:47672 mitochondrion, complete genome"
NC_082804.1,"Hippoglossoides elassodon voucher UW:47659 mitochondrion, complete genome"
NC_082803.1,"Lyopsetta exilis voucher UW:47642 mitochondrion, complete genome"
NC_082802.1,"Sebastes reedi voucher UW:158280 mitochondrion, complete genome"
NC_082801.1,"Bathyraja taranetzi voucher UW:156949 mitochondrion, complete genome"
NC_082800.1,"Bathyraja maculata voucher UW:156851 mitochondrion, complete genome"
NC_082799.1,"Bathyraja aleutica voucher UW:156844 mitochondrion, complete genome"
NC_082798.1,"Parmaturus xaniurus voucher UW:156297 mitochondrion, complete genome"
NC_082797.1,"Artediellus pacificus voucher UW:154619 mitochondrion, complete genome"
NC_082796.1,"Sebastes glaucus voucher UW:153869 mitochondrion, complete genome"
NC_082795.1,"Acantholumpenus mackayi voucher UW:153863 mitochondrion, complete genome"
NC_082794.1,"Triglops forficatus voucher UW:153512 mitochondrion, complete genome"
NC_082793.1,"Beringraja stellulata voucher UW:153328 mitochondrion, complete genome"
NC_082792.1,"Sebastes rosenblatti voucher UW:152332 mitochondrion, complete genome"
NC_082791.1,"Sebastes rosaceus voucher UW:152331 mitochondrion, complete genome"
NC_082790.1,"Sebastes melanostomus voucher UW:152183 mitochondrion, complete genome"
NC_082789.1,"Triglops scepticus voucher UW:151461 mitochondrion, complete genome"
NC_082788.1,"Sebastes variegatus voucher UW:151401 mitochondrion, complete genome"
NC_082787.1,"Gymnocanthus detrisus voucher UW:151320 mitochondrion, complete genome"
NC_082786.1,"Gymnocanthus pistilliger voucher UW:151283 mitochondrion, complete genome"
NC_082785.1,"Hemilepidotus papilio voucher UW:151277 mitochondrion, complete genome"
NC_082784.1,"Hemitripterus bolini voucher UW:150974 mitochondrion, complete genome"
NC_082783.1,"Liopsetta glacialis voucher UW:150678 mitochondrion, complete genome"
NC_082782.1,"Hemilepidotus jordani voucher UW:150650 mitochondrion, complete genome"
NC_082781.1,"Sebastolobus macrochir voucher UW:150626 mitochondrion, complete genome"
NC_082780.1,"Blepsias cirrhosus voucher UW:150453 mitochondrion, complete genome"
NC_082779.1,"Sebastes paucispinis voucher UW:150011 mitochondrion, complete genome"
NC_082778.1,"Sebastes crameri voucher UW:119999 mitochondrion, complete genome"
NC_082777.1,"Radulinus boleoides voucher UW:119993 mitochondrion, complete genome"
NC_082776.1,"Sebastes brevispinis voucher UW:119934 mitochondrion, complete genome"
NC_082775.1,"Sebastes helvomaculatus voucher UW:119875 mitochondrion, complete genome"
NC_082774.1,"Bathyraja parmifera voucher UW:118932 mitochondrion, complete genome"
NC_082773.1,"Bathyagonus infraspinatus voucher UW:118917 mitochondrion, complete genome"
NC_082772.1,"Sebastes auriculatus voucher UW:118749 mitochondrion, complete genome"
NC_082771.1,"Sebastes proriger voucher UW:118658 mitochondrion, complete genome"
NC_082770.1,"Myzopsetta proboscidea voucher UW:117294 mitochondrion, complete genome"
NC_082769.1,"Hippoglossoides robustus voucher UW:117291 mitochondrion, complete genome"
NC_082768.1,"Limanda sakhalinensis voucher UW:117279 mitochondrion, complete genome"
NC_082767.1,"Sebastes flavidus voucher UW:114069 mitochondrion, complete genome"
NC_082766.1,"Sebastes pinniger voucher UW:114063 mitochondrion, complete genome"
NC_082765.1,"Sebastes miniatus voucher UW:114060 mitochondrion, complete genome"
NC_082764.1,"Sebastes goodei voucher UW:114058 mitochondrion, complete genome"
NC_082763.1,"Sebastes zacentrus voucher UW:114054 mitochondrion, complete genome"
NC_082762.1,"Sebastes wilsoni voucher UW:114041 mitochondrion, complete genome"
NC_082761.1,"Sebastes entomelas voucher UW:114039 mitochondrion, complete genome"
NC_082760.1,"Sebastes mystinus voucher UW:114028 mitochondrion, complete genome"
NC_082759.1,"Sebastes saxicola voucher UW:114024 mitochondrion, complete genome"
NC_082758.1,"Sebastes constellatus voucher UW:113208 mitochondrion, complete genome"
NC_082749.1,"Ariomma regulus voucher USNM:FISH:454788 mitochondrion, complete genome"
NC_082748.1,"Hoplunnis tenuis voucher USNM:FISH:454786 mitochondrion, complete genome"
NC_082746.1,"Micropogonias undulatus voucher USNM:FISH:454765 mitochondrion, complete genome"
NC_082541.1,"Azygia robusta isolate AzT02 mitochondrion, complete genome"
NC_082532.1,"Hesperus amabilis isolate 2 mitochondrion, complete genome"
NC_082502.1,"Ergaula nepalensis mitochondrion, complete genome"
NC_082501.1,"Margattea spinifera mitochondrion, complete genome"
NC_082500.1,"Eupolyphaga hanae mitochondrion, complete genome"
NC_082499.1,"Eucorydia linglong mitochondrion, complete genome"
NC_082498.1,"Margattea limbata mitochondrion, complete genome"
NC_082497.1,"Sorineuchora bivitta mitochondrion, complete genome"
NC_082496.1,"Symplocodes ridleyi mitochondrion, complete genome"
NC_082495.1,"Sigmella normalis mitochondrion, complete genome"
NC_082494.1,"Sigmella ectobioides mitochondrion, complete genome"
NC_082493.1,"Sigmella digitalis mitochondrion, complete genome"
NC_082492.1,"Symploce maxima mitochondrion, complete genome"
NC_082491.1,"Salganea raggei mitochondrion, complete genome"
NC_082490.1,"Salganea incerta mitochondrion, complete genome"
NC_082489.1,"Sorineuchora formosana mitochondrion, complete genome"
NC_082488.1,"Sorineuchora nigra mitochondrion, complete genome"
